Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
Q5S7Y5	Chlorophyta	Eukaryota	Chlorophyceae	cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytosol [GO:0005829]	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0046166	Chloroplast triosephosphate isomerase (Triose phosphate isomerase)	Triosephosphate isomerase family	KOG1643;	3.20.20.70;	CLU_024251_2_0_1;	QEVCGAI;	1272577at2759;	PF00121;	None	SSF51351;
O02611	Evosea	Eukaryota	None	triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	None	GO:0004807; GO:0006094; GO:0006096	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	KOG1643;	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
P0A858	Proteobacteria	Bacteria	Gammaproteobacteria	cytosol [GO:0005829]; membrane [GO:0016020]; identical protein binding [GO:0042802]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	identical protein binding [GO:0042802]; triose-phosphate isomerase activity [GO:0004807]	cytosol [GO:0005829]; membrane [GO:0016020]	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0016020; GO:0019563; GO:0042802; GO:0046166	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	COG0149;	3.20.20.70;	CLU_024251_2_1_6;	QEVCGAI;	None	PF00121;	None	SSF51351;
Q10657	Nematoda (roundworms)	Eukaryota	Chromadorea	cytosol [GO:0005829]; myofibril [GO:0030016]; methylglyoxal synthase activity [GO:0008929]; triose-phosphate isomerase activity [GO:0004807]; cell redox homeostasis [GO:0045454]; determination of adult lifespan [GO:0008340]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	cell redox homeostasis [GO:0045454]; determination of adult lifespan [GO:0008340]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	methylglyoxal synthase activity [GO:0008929]; triose-phosphate isomerase activity [GO:0004807]	cytosol [GO:0005829]; myofibril [GO:0030016]	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0008340; GO:0008929; GO:0019563; GO:0030016; GO:0045454; GO:0046166	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)	Triosephosphate isomerase family	KOG1643;	3.20.20.70;	CLU_024251_2_0_1;	QEVCGAI;	1272577at2759;	PF00121;	None	SSF51351;
P00943	Firmicutes	Bacteria	Bacilli	cytoplasm [GO:0005737]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytoplasm [GO:0005737]	GO:0004807; GO:0005737; GO:0006094; GO:0006096	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	None	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
Q8L1Z5	Proteobacteria	Bacteria	Alphaproteobacteria	cytoplasm [GO:0005737]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytoplasm [GO:0005737]	GO:0004807; GO:0005737; GO:0006094; GO:0006096	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	COG0149;	3.20.20.70;	None	QEVCGAI;	None	PF00121;	None	SSF51351;
A8B3A8	Arthropoda	Eukaryota	Arachnida	triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	None	GO:0004807; GO:0006094; GO:0006096	Triosephosphate isomerase (EC 5.3.1.1)	Triosephosphate isomerase family	None	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
Q8NKN9	Crenarchaeota	Archaea	Thermoprotei	cytoplasm [GO:0005737]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytoplasm [GO:0005737]	GO:0004807; GO:0005737; GO:0006094; GO:0006096	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	arCOG01087;	3.20.20.70;	CLU_104921_0_0_2;	IPVYAQH;	60670at2157;	PF00121;	None	SSF51351;
P36204	Thermotogae	Bacteria	Thermotogae	cytosol [GO:0005829]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; triose-phosphate isomerase activity [GO:0004807]; fatty acid biosynthetic process [GO:0006633]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	fatty acid biosynthetic process [GO:0006633]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; triose-phosphate isomerase activity [GO:0004807]	cytosol [GO:0005829]	GO:0004618; GO:0004807; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0006633; GO:0043531	Bifunctional PGK/TIM [Includes: Phosphoglycerate kinase (EC 2.7.2.3); Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)]	Phosphoglycerate kinase family; Triosephosphate isomerase family	COG0126;COG0149;	3.20.20.70;3.40.50.1260;	None	FYKNEGA;	90424at2;	PF00162;PF00121;	None	SSF51351;SSF53748;
P52270	Euglenozoa	Eukaryota	Kinetoplastea (kinetoplasts)	glycosome [GO:0020015]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	glycosome [GO:0020015]	GO:0004807; GO:0006094; GO:0006096; GO:0020015	Triosephosphate isomerase, glycosomal (TIM) (Triose-phosphate isomerase) (EC 5.3.1.1)	Triosephosphate isomerase family	None	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
P04789	Euglenozoa	Eukaryota	Kinetoplastea (kinetoplasts)	cytoplasm [GO:0005737]; glycosome [GO:0020015]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytoplasm [GO:0005737]; glycosome [GO:0020015]	GO:0004807; GO:0005737; GO:0006094; GO:0006096; GO:0020015	Triosephosphate isomerase, glycosomal (TIM) (Triose-phosphate isomerase) (EC 5.3.1.1)	Triosephosphate isomerase family	None	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
P00942	Ascomycota	Eukaryota	Saccharomycetes	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]	GO:0004807; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006094; GO:0006096; GO:0019563; GO:0046166	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	KOG1643;	3.20.20.70;	CLU_024251_2_0_1;	QEVCGAI;	None	PF00121;	None	SSF51351;
Q0ZAG6	Euglenozoa	Eukaryota	Kinetoplastea (kinetoplasts)	cytoplasm [GO:0005737]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytoplasm [GO:0005737]	GO:0004807; GO:0005737; GO:0006094; GO:0006096	Triosephosphate isomerase (EC 5.3.1.1)	Triosephosphate isomerase family	None	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
P62003	Euryarchaeota	Archaea	Thermococci	cytoplasm [GO:0005737]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytoplasm [GO:0005737]	GO:0004807; GO:0005737; GO:0006094; GO:0006096	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	None	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
P00939	Chordata	Eukaryota	Mammalia	cytosol [GO:0005829]; methylglyoxal synthase activity [GO:0008929]; protein homodimerization activity [GO:0042803]; triose-phosphate isomerase activity [GO:0004807]; ubiquitin protein ligase binding [GO:0031625]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; methylglyoxal biosynthetic process [GO:0019242]	canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; methylglyoxal biosynthetic process [GO:0019242]	methylglyoxal synthase activity [GO:0008929]; protein homodimerization activity [GO:0042803]; triose-phosphate isomerase activity [GO:0004807]; ubiquitin protein ligase binding [GO:0031625]	cytosol [GO:0005829]	GO:0004807; GO:0005829; GO:0006094; GO:0008929; GO:0019242; GO:0031625; GO:0042803; GO:0046166; GO:0061621	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)	Triosephosphate isomerase family	KOG1643;	3.20.20.70;	CLU_024251_2_0_1;	QEVCGAI;	1272577at2759;	PF00121;	None	SSF51351;
P9WG43	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	cytosol [GO:0005829]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytosol [GO:0005829]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	GO:0004807; GO:0005576; GO:0005829; GO:0005886; GO:0006094; GO:0006096; GO:0019563; GO:0046166	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	COG0149;	3.20.20.70;	None	QEVCGAI;	None	PF00121;	None	SSF51351;
P50921	Proteobacteria	Bacteria	Gammaproteobacteria	cytoplasm [GO:0005737]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytoplasm [GO:0005737]	GO:0004807; GO:0005737; GO:0006094; GO:0006096	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	None	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
Q58923	Euryarchaeota	Archaea	Methanococci	cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	cytosol [GO:0005829]	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0046166	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	arCOG01087;	3.20.20.70;	CLU_104921_0_0_2;	IPVYAQH;	60670at2157;	PF00121;	None	SSF51351;
P36186	Fornicata	Eukaryota	None	cytoplasm [GO:0005737]; methylglyoxal synthase activity [GO:0008929]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	methylglyoxal synthase activity [GO:0008929]; triose-phosphate isomerase activity [GO:0004807]	cytoplasm [GO:0005737]	GO:0004807; GO:0005737; GO:0006094; GO:0006096; GO:0008929	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)	Triosephosphate isomerase family	KOG1643;	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
Q07412	Apicomplexa	Eukaryota	Aconoidasida	identical protein binding [GO:0042802]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	identical protein binding [GO:0042802]; triose-phosphate isomerase activity [GO:0004807]	None	GO:0004807; GO:0006094; GO:0006096; GO:0042802	Triosephosphate isomerase (PfTIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	None	3.20.20.70;	None	QEVCGAI;	None	PF00121;	None	SSF51351;
P48499	Euglenozoa	Eukaryota	Kinetoplastea (kinetoplasts)	glycosome [GO:0020015]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	glycosome [GO:0020015]	GO:0004807; GO:0006094; GO:0006096; GO:0020015	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	Triosephosphate isomerase family	None	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
P48491	Streptophyta	Eukaryota	Magnoliopsida	apoplast [GO:0048046]; chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; plant-type cell wall [GO:0009505]; plant-type vacuole [GO:0000325]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; copper ion binding [GO:0005507]; triose-phosphate isomerase activity [GO:0004807]; cellular carbohydrate metabolic process [GO:0044262]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]; response to zinc ion [GO:0010043]	cellular carbohydrate metabolic process [GO:0044262]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]; response to zinc ion [GO:0010043]	copper ion binding [GO:0005507]; triose-phosphate isomerase activity [GO:0004807]	apoplast [GO:0048046]; chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; plant-type cell wall [GO:0009505]; plant-type vacuole [GO:0000325]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]	GO:0000325; GO:0004807; GO:0005507; GO:0005739; GO:0005829; GO:0005886; GO:0006094; GO:0006096; GO:0009505; GO:0009506; GO:0009507; GO:0009570; GO:0010043; GO:0019563; GO:0044262; GO:0046166; GO:0048046	Triosephosphate isomerase, cytosolic (TIM) (Triose-phosphate isomerase) (EC 5.3.1.1)	Triosephosphate isomerase family	KOG1643;	3.20.20.70;	CLU_024251_2_0_1;	EWAEEEW;	1272577at2759;	PF00121;	None	SSF51351;
Q8MPF2	Arthropoda	Eukaryota	Insecta	triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	None	GO:0004807; GO:0006094; GO:0006096	Triosephosphate isomerase (EC 5.3.1.1)	Triosephosphate isomerase family	None	3.20.20.70;	None	None	None	PF00121;	None	SSF51351;
P00940	Chordata	Eukaryota	Aves	cytosol [GO:0005829]; methylglyoxal synthase activity [GO:0008929]; protein homodimerization activity [GO:0042803]; triose-phosphate isomerase activity [GO:0004807]; ubiquitin protein ligase binding [GO:0031625]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]; methylglyoxal biosynthetic process [GO:0019242]	canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]; methylglyoxal biosynthetic process [GO:0019242]	methylglyoxal synthase activity [GO:0008929]; protein homodimerization activity [GO:0042803]; triose-phosphate isomerase activity [GO:0004807]; ubiquitin protein ligase binding [GO:0031625]	cytosol [GO:0005829]	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0008929; GO:0019242; GO:0019563; GO:0031625; GO:0042803; GO:0046166; GO:0061621	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)	Triosephosphate isomerase family	KOG1643;	3.20.20.70;	CLU_024251_2_0_1;	QEVCGAI;	1272577at2759;	PF00121;	None	SSF51351;
