Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
C0STY2	Arthropoda	Eukaryota	Malacostraca	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
A0A0F6WMX1	None	None	None	None	None	None	None	None	Merged into A0A7U4M085.	None	None	None	None	None	None	None	None	None
H6VGI2	Arthropoda	Eukaryota	Malacostraca	arginine binding [GO:0034618]; arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine binding [GO:0034618]; arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0034618; GO:0046314	Arginine kinase Pro c 2.0101 (AK) (EC 2.7.3.3) (allergen Pro c 2.0101)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
K0DG62	Nematoda (roundworms)	Eukaryota	Chromadorea	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
K0DDQ9	Nematoda (roundworms)	Eukaryota	Chromadorea	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
U3T2Y2	Ciliophora	Eukaryota	Oligohymenophorea	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase 2	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
U3T1K4	Ciliophora	Eukaryota	Oligohymenophorea	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase 1	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
Q27535	Nematoda (roundworms)	Eukaryota	Chromadorea	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; kinase activity [GO:0016301]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; kinase activity [GO:0016301]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016301; GO:0016310; GO:0046314	Probable arginine kinase ZC434.8 (AK) (EC 2.7.3.3)	ATP:guanido phosphotransferase family	KOG3581;	1.10.135.10;	CLU_019868_0_0_1;	EMHDGIK;	825025at2759;	PF00217;PF02807;	None	SSF48034;SSF55931;
Q10454	Nematoda (roundworms)	Eukaryota	Chromadorea	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; kinase activity [GO:0016301]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; kinase activity [GO:0016301]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016301; GO:0016310; GO:0046314	Probable arginine kinase F46H5.3 (AK) (EC 2.7.3.3)	ATP:guanido phosphotransferase family	KOG3581;	1.10.135.10;	None	EYHNGFG;	825025at2759;	PF00217;PF02807;	None	SSF48034;SSF55931;
E2JE77	Arthropoda	Eukaryota	Malacostraca	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
Q4KY22	Arthropoda	Eukaryota	Malacostraca	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
H9BZ68	Arthropoda	Eukaryota	Insecta	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
D5FLG2	Nematoda (roundworms)	Eukaryota	Chromadorea	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
Q1DA50	Proteobacteria	Bacteria	Deltaproteobacteria	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]; regulation of reproductive fruiting body development [GO:0031155]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]; regulation of reproductive fruiting body development [GO:0031155]	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004111; GO:0005524; GO:0016310; GO:0031155; GO:0046314	Putative arginine kinase	ATP:guanido phosphotransferase family	COG3869;	1.10.135.10;	CLU_019868_0_0_7;	IIMQERV;	904915at2;	PF00217;PF02807;	None	SSF48034;SSF55931;
O61367	Arthropoda	Eukaryota	Insecta	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (AK) (EC 2.7.3.3)	ATP:guanido phosphotransferase family	KOG3581;	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
P51541	Arthropoda	Eukaryota	Merostomata (horseshoe crabs)	cytoplasm [GO:0005737]; arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	cytoplasm [GO:0005737]	GO:0004054; GO:0004111; GO:0005524; GO:0005737; GO:0016310; GO:0046314	Arginine kinase (AK) (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	825025at2759;	PF00217;PF02807;	None	SSF48034;SSF55931;
O15992	Cnidaria	Eukaryota	Anthozoa (anthozoans)	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (AK) (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
O96507	Euglenozoa	Eukaryota	Kinetoplastea (kinetoplasts)	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (AK) (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
Q2F5T5	Arthropoda	Eukaryota	Insecta	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	CLU_019868_0_1_1;	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
B0FRF9	Arthropoda	Eukaryota	Malacostraca	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase Lit v 2 (EC 2.7.3.3) (Arginine kinase) (AK) (allergen Lit v 2)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
B1PVZ9	Arthropoda	Eukaryota	Malacostraca	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; female gonad development [GO:0008585]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	female gonad development [GO:0008585]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0008585; GO:0016310; GO:0046314	Arginine kinase Met e 2 (AK) (EC 2.7.3.3) (allergen Met e 2)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
B3TNF5	Arthropoda	Eukaryota	Malacostraca	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3) (Fragment)	ATP:guanido phosphotransferase family	None	None	None	None	None	PF00217;	None	SSF55931;
B3TNE5	Arthropoda	Eukaryota	Malacostraca	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3) (Fragment)	ATP:guanido phosphotransferase family	None	None	None	None	None	PF00217;	None	SSF55931;
B3TNG0	Arthropoda	Eukaryota	Malacostraca	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (EC 2.7.3.3) (Fragment)	ATP:guanido phosphotransferase family	None	None	None	None	None	PF00217;	None	SSF55931;
P51545	Arthropoda	Eukaryota	Malacostraca	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (AK) (EC 2.7.3.3)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
Q4AED1	Annelida	Eukaryota	Polychaeta (polychaetes)	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase 2	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
Q4AED2	Annelida	Eukaryota	Polychaeta (polychaetes)	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase 1	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
Q4AEC4	Mollusca	Eukaryota	Bivalvia	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
B0L6Z9	None	Eukaryota	Choanoflagellata	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
B0L6Z8	None	Eukaryota	Choanoflagellata	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	None	GO:0004111; GO:0005524; GO:0016310; GO:0046314	Arginine kinase (Fragment)	ATP:guanido phosphotransferase family	None	1.10.135.10;	None	None	None	PF00217;PF02807;	None	SSF48034;SSF55931;
