Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
Q88IJ6	Proteobacteria	Bacteria	Gammaproteobacteria	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	CLU_090968_1_0_6;	EGAMCER;	None	PF01220;	None	SSF52304;
M1E6S9	Firmicutes	Bacteria	Clostridia	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	CLU_090968_2_0_9;	None	1872106at2;	PF01220;	None	SSF52304;
D4LCT8	Firmicutes	Bacteria	Clostridia	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	None	3.40.50.9100;	CLU_090968_2_0_9;	AYTHYSY;	1872106at2;	PF01220;	None	SSF52304;
B2A551	Firmicutes	Bacteria	Clostridia	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	CLU_090968_1_0_9;	AYTHYSY;	1872106at2;	PF01220;	None	SSF52304;
G8M0G7	Firmicutes	Bacteria	Clostridia	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	CLU_090968_1_0_9;	AYTHYSY;	1872106at2;	PF01220;	None	SSF52304;
E4RLB7	Firmicutes	Bacteria	Clostridia	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	CLU_090968_1_0_9;	AYTHYSY;	1872106at2;	PF01220;	None	SSF52304;
P05194	Proteobacteria	Bacteria	Gammaproteobacteria	cytosol [GO:0005829]; 3-dehydroquinate dehydratase activity [GO:0003855]; 3,4-dihydroxybenzoate biosynthetic process [GO:0046279]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3,4-dihydroxybenzoate biosynthetic process [GO:0046279]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	cytosol [GO:0005829]	GO:0003855; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0046279	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Type-I 3-dehydroquinase family	COG0710;	3.20.20.70;	CLU_064444_0_0_6;	ATMAMGE;	None	PF01487;	None	None
D4S0D1	Firmicutes	Bacteria	Clostridia	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	CLU_090968_3_0_9;	None	1872106at2;	PF01220;	None	SSF52304;
B7DR33	None	None	None	None	None	None	None	None	Deleted.	None	None	None	None	None	None	None	None	None
A0A0F6BKL7	None	None	None	None	None	None	None	None	Deleted.	None	None	None	None	None	None	None	None	None
P54517	Firmicutes	Bacteria	Bacilli	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; quinate catabolic process [GO:0019631]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; quinate catabolic process [GO:0019631]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423; GO:0019631	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	None	AYTHYSY;	None	PF01220;	None	SSF52304;
B9CK59	Actinobacteria	Bacteria	Coriobacteriia	3-dehydroquinate dehydratase activity [GO:0003855]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	3-dehydroquinate dehydratase activity [GO:0003855]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	None	GO:0003855; GO:0008652; GO:0008982; GO:0009073; GO:0009401; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;COG1264;	3.30.1360.60;3.40.50.9100;	None	None	1872106at2;	PF01220;PF00367;	None	SSF52304;SSF55604;
D1A7X0	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	CLU_090968_2_1_11;	AYTHYSY;	1872106at2;	PF01220;	None	SSF52304;
A0A124C1Y7	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	None	None	None	PF01220;	None	SSF52304;
I0L192	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	None	None	1872106at2;	PF01220;	None	SSF52304;
N1V364	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	integral component of membrane [GO:0016021]; 3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	integral component of membrane [GO:0016021]	GO:0003855; GO:0008652; GO:0009073; GO:0009423; GO:0016021	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	None	3.40.50.9100;	None	None	None	PF01220;	None	SSF52304;
Q9PH97	Proteobacteria	Bacteria	Gammaproteobacteria	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	CLU_090968_1_0_6;	AYTHYSY;	None	PF01220;	None	SSF52304;
W6JLW3	Proteobacteria	Bacteria	Alphaproteobacteria	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	None	3.40.50.9100;	None	None	None	PF01220;	None	SSF52304;
P58687	Proteobacteria	Bacteria	Gammaproteobacteria	3-dehydroquinate dehydratase activity [GO:0003855]; 3,4-dihydroxybenzoate biosynthetic process [GO:0046279]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3,4-dihydroxybenzoate biosynthetic process [GO:0046279]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423; GO:0046279	3-dehydroquinate dehydratase (3-dehydroquinase) (DHQD) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Type-I 3-dehydroquinase family	None	3.20.20.70;	CLU_064444_0_0_6;	ATMAMGE;	None	PF01487;	None	None
P9WPX7	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	cytosol [GO:0005829]; 3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; quinate catabolic process [GO:0019631]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; quinate catabolic process [GO:0019631]	3-dehydroquinate dehydratase activity [GO:0003855]	cytosol [GO:0005829]	GO:0003855; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019631	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	None	AYTHYSY;	None	PF01220;	None	SSF52304;
Q48255	Proteobacteria	Bacteria	Epsilonproteobacteria	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; quinate catabolic process [GO:0019631]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; quinate catabolic process [GO:0019631]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423; GO:0019631	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Type-II 3-dehydroquinase family	COG0757;	3.40.50.9100;	None	AYTHYSY;	None	PF01220;	None	SSF52304;
O30011	Euryarchaeota	Archaea	Archaeoglobi	3-dehydroquinate dehydratase activity [GO:0003855]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-dehydroquinate dehydratase activity [GO:0003855]	None	GO:0003855; GO:0008652; GO:0009073; GO:0009423	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Type-I 3-dehydroquinase family	arCOG02097;	3.20.20.70;	CLU_064444_2_0_2;	EFRYARA;	75928at2157;	PF01487;	None	None
Q9SQT8	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; 3-dehydroquinate dehydratase activity [GO:0003855]; NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; embryo development ending in seed dormancy [GO:0009793]; shikimate metabolic process [GO:0019632]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; embryo development ending in seed dormancy [GO:0009793]; shikimate metabolic process [GO:0019632]	3-dehydroquinate dehydratase activity [GO:0003855]; NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]	GO:0003855; GO:0004764; GO:0008652; GO:0009073; GO:0009423; GO:0009507; GO:0009570; GO:0009793; GO:0019632; GO:0050661	Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic (DHQ-SDH protein) (DHQase-SORase) (Protein EMBRYO DEFECTIVE 3004) [Includes: Dehydroquinate dehydratase (DHQ) (EC 4.2.1.10); Shikimate dehydrogenase (SDH) (EC 1.1.1.25)]	Type-I 3-dehydroquinase family; Shikimate dehydrogenase family	KOG0692;	3.20.20.70;	CLU_019120_0_0_1;	RSMEPSN;	187464at2759;	PF01487;PF18317;PF01488;PF08501;	None	SSF51735;SSF53223;
Q6PUF9	Streptophyta	Eukaryota	Magnoliopsida	3-dehydroquinate dehydratase activity [GO:0003855]; NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]	3-dehydroquinate dehydratase activity [GO:0003855]; NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]	None	GO:0003855; GO:0004764; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661	Shikimate dehydrogenase (NADP(+)) (EC 1.1.1.25)	None	None	3.20.20.70;	None	None	None	PF01487;PF01488;PF08501;	None	SSF51735;SSF53223;
Q6PUG0	Streptophyta	Eukaryota	Magnoliopsida	3-dehydroquinate dehydratase activity [GO:0003855]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]	3-dehydroquinate dehydratase activity [GO:0003855]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]	None	GO:0003855; GO:0004764; GO:0008652; GO:0009073	3-dehydroquinate dehydratase / shikimate dehydrogenase isoform 2 (EC 1.1.1.25) (EC 4.2.1.10)	None	None	3.20.20.70;	None	None	None	PF01487;PF18317;PF08501;	None	SSF51735;SSF53223;
