Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
A0A0A0Q5C7	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase 7 (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
V5XVN3	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Laccase2a	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q6TH77	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
A0A1C9EFW4	Arthropoda	Eukaryota	Insecta	mitochondrion [GO:0005739]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	mitochondrion [GO:0005739]	GO:0005507; GO:0005739; GO:0016491	Laccase 1	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
V9PQZ7	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q12718	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]; lignin catabolic process [GO:0046274]	lignin catabolic process [GO:0046274]	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0046274; GO:0052716	Laccase-2 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 2) (Diphenol oxidase 2) (Laccase I) (Urishiol oxidase 2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
J9S5G3	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	GO:0005507; GO:0052716	Multicopper oxidase (EC 1.10.3.2)	None	None	2.60.40.420;	None	None	None	PF07731;PF07732;	None	SSF49503;
Q8ZWA8	Crenarchaeota	Archaea	Thermoprotei	integral component of membrane [GO:0016021]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	integral component of membrane [GO:0016021]	GO:0005507; GO:0016021; GO:0016491	Multicopper oxidase	None	arCOG03914;	2.60.40.420;	CLU_009100_2_1_2;	LLPKQWG;	None	PF00394;PF07731;PF07732;	None	SSF49503;
D4GPK6	Euryarchaeota	Archaea	Halobacteria	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2) (LccA multicopper oxidase)	Multicopper oxidase family	arCOG03914;	2.60.40.420;	CLU_009100_4_0_2;	LLPKQWG;	None	PF07731;PF07732;	None	SSF49503;
Q8H979	Streptophyta	Eukaryota	Magnoliopsida	apoplast [GO:0048046]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]; lignin catabolic process [GO:0046274]	lignin catabolic process [GO:0046274]	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	apoplast [GO:0048046]	GO:0005507; GO:0046274; GO:0048046; GO:0052716	Laccase (EC 1.10.3.2) (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q02497	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]; lignin catabolic process [GO:0046274]	lignin catabolic process [GO:0046274]	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0046274; GO:0052716	Laccase (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase) (Diphenol oxidase) (Ligninolytic phenoloxidase) (Urishiol oxidase)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
B5G555	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
H9C4A2	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase 2 (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
H9C4A3	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase 1 (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
A8N3P5	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Laccase 5	Multicopper oxidase family	KOG1263;	2.60.40.420;	None	CHTEWHA;	454773at2759;	PF00394;PF07731;PF07732;	None	SSF49503;
E7BLR0	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
B0JDP9	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Laccase	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q96UT7	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase B (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
B3TLA6	Ascomycota	Eukaryota	Dothideomycetes	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	GO:0005507; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q8TFL8	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q9UVQ2	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	CLU_006504_2_1_1;	None	454773at2759;	PF00394;PF07731;PF07732;	None	SSF49503;
A3F8Z8	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Cu-oxidase-domain-containing protein (LAC1) (Laccase)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
A9UC99	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;
A9UC97	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;
A9UC96	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	GO:0005507; GO:0016491	Laccase (Fragment)	None	None	2.60.40.420;	None	None	None	PF07731;	None	SSF49503;
A9UC95	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	GO:0005507; GO:0016491	Laccase (Fragment)	None	None	2.60.40.420;	None	None	None	PF07731;	None	SSF49503;
Q12739	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]; lignin catabolic process [GO:0046274]	lignin catabolic process [GO:0046274]	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0046274; GO:0052716	Laccase-2 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 2) (Diphenol oxidase 2) (Urishiol oxidase 2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q70KY3	Ascomycota	Eukaryota	Sordariomycetes	extraorganismal space [GO:0043245]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]; cellulose catabolic process [GO:0030245]; lignin catabolic process [GO:0046274]	cellulose catabolic process [GO:0030245]; lignin catabolic process [GO:0046274]	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extraorganismal space [GO:0043245]	GO:0005507; GO:0030245; GO:0043245; GO:0046274; GO:0052716	Laccase-1 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 1) (Diphenol oxidase 1) (Ligninolytic phenoloxidase) (Urishiol oxidase 1)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
C1JCL7	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
O60199	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q8I8Y0	Arthropoda	Eukaryota	Insecta	mitochondrion [GO:0005739]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	mitochondrion [GO:0005739]	GO:0005507; GO:0005739; GO:0052716	Laccase 2 (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q8WZG3	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	None	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0016491	Laccase (Laccase 1)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
A9UCA2	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;
A9UCA0	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;
A9UC98	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;
A9UCA1	Basidiomycota	Eukaryota	Agaricomycetes	copper ion binding [GO:0005507]	None	copper ion binding [GO:0005507]	None	GO:0005507	Laccase (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF07732;	None	SSF49503;
A8W7J6	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
Q5EBY5	Basidiomycota	Eukaryota	Agaricomycetes	extracellular region [GO:0005576]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	None	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]	extracellular region [GO:0005576]	GO:0005507; GO:0005576; GO:0052716	Laccase (EC 1.10.3.2) (Fragment)	Multicopper oxidase family	None	2.60.40.420;	None	None	None	PF00394;PF07731;PF07732;	None	SSF49503;
