Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
B2IYE4	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_0_3;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;
A6TL04	Firmicutes	Bacteria	Clostridia	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_9;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;
Q3MAV9	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_0_3;	YEDHRMA;	None	PF00275;	None	SSF55205;
Q8YMB5	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	None	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;
K9PSG5	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_0_3;	None	533829at2;	PF00275;	None	SSF55205;
A0A0P4UM05	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;
K9VBD9	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	None	533829at2;	PF00275;	None	SSF55205;
K9TRT1	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	None	533829at2;	PF00275;	None	SSF55205;
B4VHX1	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	None	533829at2;	PF00275;	None	SSF55205;
K9TX81	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;
Q31RQ5	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;
B4WHQ7	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	YEDHRMA;	None	PF00275;	None	SSF55205;
B1XM36	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	YEDHRMA;	None	PF00275;	None	SSF55205;
Q5N2J9	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	None	YEDHRMA;	None	PF00275;	None	SSF55205;
I4GHG6	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	CLU_024321_0_1_3;	None	None	PF00275;	None	SSF55205;
C9EGX2	Proteobacteria	Bacteria	Gammaproteobacteria	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;
F5A7Q0	Firmicutes	Bacteria	Bacilli	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;
D7RH58	Proteobacteria	Bacteria	Gammaproteobacteria	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	None	GO:0003866; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (Fragment)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;
B8CWX4	Firmicutes	Bacteria	Clostridia	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_9;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;
A6WUV8	Proteobacteria	Bacteria	Alphaproteobacteria	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_5;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;
A4VLZ3	Proteobacteria	Bacteria	Gammaproteobacteria	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]; chorismate biosynthetic process [GO:0009423]; tyrosine biosynthetic process [GO:0006571]	chorismate biosynthetic process [GO:0009423]; tyrosine biosynthetic process [GO:0006571]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]	cytoplasm [GO:0005737]	GO:0003866; GO:0004665; GO:0005737; GO:0006571; GO:0008977; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;COG0287;	3.65.10.10;	CLU_018912_2_0_6;	RIHDCAN;	None	PF00275;PF02153;	None	SSF48179;SSF51735;SSF55205;
Q1M157	Streptophyta	Eukaryota	Magnoliopsida	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	None	GO:0003866; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;
