#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name                        accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- -----              -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
A0A829QTG3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   1.9e-24   84.1   0.2   1   1   2.2e-24   2.2e-24   83.9   0.2    11   144    11   138     4   140 0.90 -
B6XD41_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   1.9e-24   84.1   0.2   1   1   2.2e-24   2.2e-24   83.9   0.2    11   144    11   138     4   140 0.90 -
A0A1S1HN42_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146     2e-24   84.1   0.1   1   1   2.2e-24   2.2e-24   83.9   0.1    10   144    10   138     4   140 0.91 -
A0A379GUD2_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.3e-24   83.9   0.1   1   1   2.6e-24   2.6e-24   83.7   0.1    10   144    10   138     4   140 0.91 -
A0A831A0B9_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.5e-24   83.7   0.5   1   1   3.2e-24   3.2e-24   83.4   0.5     7   144     7   139     4   141 0.95 -
D4HUI3_class_2_c2_domain     -            141 kari_class_1_swissprot_c1_domains -            146   2.5e-24   83.7   0.5   1   1   3.2e-24   3.2e-24   83.4   0.5     7   144     7   139     4   141 0.95 -
E5B0H9_class_2_c2_domain     -            141 kari_class_1_swissprot_c1_domains -            146   2.5e-24   83.7   0.5   1   1   3.2e-24   3.2e-24   83.4   0.5     7   144     7   139     4   141 0.95 -
A0A1E7Z3Y0_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.6e-24   83.7   0.6   1   1   3.2e-24   3.2e-24   83.4   0.6     6   143     6   138     3   141 0.95 -
A0A1H9JPL4_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.9e-24   83.6   0.2   1   1   3.5e-24   3.5e-24   83.3   0.2    15   144    15   139     4   141 0.92 -
A0A4R7GBW0_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146     3e-24   83.5   0.6   1   1   3.7e-24   3.7e-24   83.2   0.6     6   144     6   139     3   141 0.96 -
D8MKR4_class_2_c2_domain     -            141 kari_class_1_swissprot_c1_domains -            146   3.3e-24   83.4   0.3   1   1   4.1e-24   4.1e-24   83.0   0.3     7   144     7   139     4   141 0.95 -
A0A6G6SBX3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.5e-24   83.3   0.1   1   1   4.1e-24   4.1e-24   83.1   0.1    16   144    15   138     5   140 0.89 -
A0A857SB40_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.5e-24   83.3   0.1   1   1   4.1e-24   4.1e-24   83.1   0.1    16   144    15   138     5   140 0.89 -
V5Z3S8_class_2_c2_domain     -            141 kari_class_1_swissprot_c1_domains -            146   3.8e-24   83.2   0.5   1   1   4.8e-24   4.8e-24   82.8   0.5     7   144     7   139     4   141 0.95 -
A0A0J9BJ17_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.9e-24   83.1   0.7   1   1   4.9e-24   4.9e-24   82.8   0.7     6   144     6   139     3   141 0.96 -
A0A379F873_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-24   83.0   0.1   1   1   4.9e-24   4.9e-24   82.8   0.1    16   144    15   138     5   140 0.89 -
A0A809RWZ8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.6e-24   82.9   0.1   1   1   5.2e-24   5.2e-24   82.7   0.1    10   144    10   138     4   140 0.91 -
A0A4R3NJK5_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.7e-24   82.9   0.1   1   1   5.5e-24   5.5e-24   82.7   0.1    10   144    10   138     4   140 0.90 -
A0A6L6F9B5_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.7e-24   82.9   0.1   1   1   5.5e-24   5.5e-24   82.7   0.1    10   144    10   138     4   140 0.90 -
A0A6L6G2I2_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.7e-24   82.9   0.1   1   1   5.5e-24   5.5e-24   82.7   0.1    10   144    10   138     4   140 0.90 -
A0A7D6PAC4_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.7e-24   82.9   0.1   1   1   5.5e-24   5.5e-24   82.7   0.1    10   144    10   138     4   140 0.90 -
A0A1B8SX57_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.7e-24   82.9   0.1   1   1   5.5e-24   5.5e-24   82.7   0.1    10   144    10   138     4   140 0.90 -
A0A379FXP7_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.7e-24   82.9   0.1   1   1   5.5e-24   5.5e-24   82.7   0.1    10   144    10   138     4   140 0.90 -
A0A6G6PQT7_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.7e-24   82.9   0.1   1   1   5.5e-24   5.5e-24   82.7   0.1    10   144    10   138     4   140 0.90 -
A0A2G8CZP0_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   4.7e-24   82.9   0.7   1   1   5.8e-24   5.8e-24   82.6   0.7     6   144     6   139     3   141 0.96 -
A0A379G888_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.8e-24   82.8   0.1   1   1   5.8e-24   5.8e-24   82.6   0.1    11   144    11   138     4   140 0.90 -
D1P302_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   4.8e-24   82.8   0.1   1   1   5.8e-24   5.8e-24   82.6   0.1    11   144    11   138     4   140 0.90 -
A0A356D3Y7_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   5.1e-24   82.8   0.1   1   1     6e-24     6e-24   82.5   0.1    13   144    13   138     6   140 0.90 -
D2TCN9_class_2_c2_domain     -            141 kari_class_1_swissprot_c1_domains -            146   5.3e-24   82.7   0.3   1   1   6.6e-24   6.6e-24   82.4   0.3     7   144     7   139     4   141 0.95 -
E3DCZ4_class_2_c2_domain     -            141 kari_class_1_swissprot_c1_domains -            146   5.3e-24   82.7   0.3   1   1   6.6e-24   6.6e-24   82.4   0.3     7   144     7   139     4   141 0.95 -
A0A4U3ETS0_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   5.3e-24   82.7   0.6   1   1   6.6e-24   6.6e-24   82.4   0.6     6   144     6   139     4   141 0.96 -
A0A0J8YLV2_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   7.2e-24   82.3   0.1   1   1   8.5e-24   8.5e-24   82.0   0.1    15   144    15   139     4   141 0.92 -
A0A2E9TVZ2_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   7.9e-24   82.1   0.2   1   1   9.4e-24   9.4e-24   81.9   0.2     9   144     9   139     3   141 0.94 -
A0A140NND7_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   8.1e-24   82.1   0.1   1   1   9.5e-24   9.5e-24   81.9   0.1    10   144    10   138     4   140 0.91 -
A0A7T1GZG1_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   8.1e-24   82.1   0.1   1   1   9.5e-24   9.5e-24   81.9   0.1    10   144    10   138     4   140 0.91 -
B2Q4K0_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   8.1e-24   82.1   0.1   1   1   9.5e-24   9.5e-24   81.9   0.1    10   144    10   138     4   140 0.91 -
A0A095TTZ7_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   8.3e-24   82.1   0.2   1   1     1e-23     1e-23   81.8   0.2     7   144     7   139     3   141 0.95 -
A0A1Y0LPV7_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   8.3e-24   82.1   0.2   1   1     1e-23     1e-23   81.8   0.2     7   144     7   139     3   141 0.95 -
A0A8E3VWR3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   8.7e-24   82.0   0.1   1   1     1e-23     1e-23   81.8   0.1    11   144    11   138     4   140 0.90 -
A0A2A2M8V0_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146     9e-24   82.0   0.2   1   1   1.1e-23   1.1e-23   81.7   0.2     7   144     7   140     3   142 0.90 -
A0A4Q9EEH1_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146   9.4e-24   81.9   0.2   1   1   1.1e-23   1.1e-23   81.6   0.2     7   144     7   140     3   142 0.90 -
G9Y0Y1_class_2_c2_domain     -            142 kari_class_1_swissprot_c1_domains -            146   9.4e-24   81.9   0.2   1   1   1.1e-23   1.1e-23   81.6   0.2     7   144     7   140     3   142 0.90 -
A0A1Z1SP50_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146     1e-23   81.8   0.1   1   1   1.2e-23   1.2e-23   81.5   0.1    16   144    15   138     5   140 0.88 -
K8WYA8_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146     1e-23   81.8   0.1   1   1   1.2e-23   1.2e-23   81.5   0.1    11   144    11   138     4   140 0.90 -
A0A5C7MCF2_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146     1e-23   81.8   0.1   1   1   1.2e-23   1.2e-23   81.6   0.1    23   144    14   132     2   134 0.88 -
A0A2S9I5E3_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   1.1e-23   81.7   0.3   1   1   1.3e-23   1.3e-23   81.4   0.3     7   144     7   139     4   141 0.95 -
A0A3N1VTW1_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   1.1e-23   81.7   0.3   1   1   1.3e-23   1.3e-23   81.4   0.3     7   144     7   139     4   141 0.95 -
A0A1B7JVG4_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   1.1e-23   81.7   0.1   1   1   1.3e-23   1.3e-23   81.5   0.1    11   144    11   138     4   140 0.90 -
A0A4D7J9I0_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   1.1e-23   81.7   0.1   1   1   1.3e-23   1.3e-23   81.5   0.1    11   144    11   138     4   140 0.90 -
A0A426JMZ6_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   1.2e-23   81.6   0.1   1   1   1.3e-23   1.3e-23   81.4   0.1     6   144     6   139     1   141 0.94 -
A0A242NIV4_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   1.2e-23   81.5   0.0   1   1   1.6e-23   1.6e-23   81.2   0.0    13   144    13   139     5   141 0.88 -
A0A2E2UGD9_class_2_c2_domain -            132 kari_class_1_swissprot_c1_domains -            146   1.3e-23   81.4   0.1   1   1   1.5e-23   1.5e-23   81.2   0.1    16   144     7   130     1   132 0.94 -
A0A3N6RUV1_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   1.4e-23   81.3   0.2   1   1   1.8e-23   1.8e-23   81.0   0.2     6   144     6   139     3   141 0.96 -
A0A8F8F4I2_class_2_c2_domain -            123 kari_class_1_swissprot_c1_domains -            146   1.5e-23   81.2   0.1   1   1   1.7e-23   1.7e-23   81.1   0.1    17   143     3   123     1   123 0.92 -
A0A552UBH8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   1.6e-23   81.1   0.1   1   1   1.9e-23   1.9e-23   80.9   0.1    16   144    15   138     5   140 0.88 -
A0A845TJC6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   1.6e-23   81.1   0.1   1   1   1.9e-23   1.9e-23   80.9   0.1    16   144    15   138     5   140 0.88 -
A0A1G3YGC4_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146   1.7e-23   81.1   0.1   1   1     2e-23     2e-23   80.8   0.1     6   144     6   140     1   142 0.86 -
A0A3D3FLS9_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146   1.7e-23   81.1   0.1   1   1     2e-23     2e-23   80.8   0.1     6   144     6   140     1   142 0.86 -
A0A1T5E7I2_class_2_c2_domain -            143 kari_class_1_swissprot_c1_domains -            146   1.8e-23   81.0   0.1   1   1   2.1e-23   2.1e-23   80.8   0.1    15   144    15   141     4   143 0.84 -
A0A6I6ELG1_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   1.8e-23   81.0   0.5   1   1   2.3e-23   2.3e-23   80.7   0.5     7   144     7   139     3   141 0.95 -
A0A6L6GUB0_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   1.8e-23   81.0   0.5   1   1   2.3e-23   2.3e-23   80.7   0.5     7   144     7   139     3   141 0.95 -
A0A379FEH3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   1.8e-23   80.9   0.1   1   1   2.2e-23   2.2e-23   80.7   0.1    16   144    15   138     5   140 0.88 -
A0A556SAK1_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   1.9e-23   80.9   0.0   1   1   2.4e-23   2.4e-23   80.6   0.0    13   144    13   139     5   141 0.88 -
A0A348YJW6_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   1.9e-23   80.9   0.0   1   1   2.2e-23   2.2e-23   80.7   0.0     6   144     6   139     3   141 0.92 -
F4LJ08_class_2_c2_domain     -            142 kari_class_1_swissprot_c1_domains -            146     2e-23   80.9   0.1   1   1   2.3e-23   2.3e-23   80.6   0.1    15   144    14   140     4   142 0.85 -
A0A097QXR4_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146   2.1e-23   80.7   0.3   1   1   2.5e-23   2.5e-23   80.5   0.3     7   144     7   140     3   142 0.90 -
A0A0M2N8V7_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146   2.1e-23   80.7   0.3   1   1   2.5e-23   2.5e-23   80.5   0.3     7   144     7   140     3   142 0.90 -
A0A4R7Q776_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   2.4e-23   80.6   0.0   1   1   2.7e-23   2.7e-23   80.4   0.0     8   144     2   139     1   141 0.90 -
A0A316FJX2_class_2_c2_domain -            147 kari_class_1_swissprot_c1_domains -            146   2.7e-23   80.4   0.1   1   1   3.1e-23   3.1e-23   80.2   0.1    15   144    15   145     5   147 0.92 -
A0A285L069_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   2.7e-23   80.4   0.6   1   1   3.3e-23   3.3e-23   80.1   0.6    16   144    15   138     5   140 0.88 -
S3JGE1_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   2.9e-23   80.3   0.6   1   1   3.5e-23   3.5e-23   80.0   0.6    17   144    17   138     4   140 0.88 -
A0A0M2KHA6_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.1e-23   80.2   0.1   1   1   3.9e-23   3.9e-23   79.9   0.1    10   144    10   139     4   141 0.95 -
K8BFX6_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   3.1e-23   80.2   0.3   1   1   3.8e-23   3.8e-23   79.9   0.3     7   144     7   138     3   140 0.91 -
A0A1Y2PC88_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.2e-23   80.2   0.4   1   1   3.5e-23   3.5e-23   80.0   0.4    10   144    10   139     1   141 0.90 -
A0A1J5SHA2_class_2_c2_domain -            143 kari_class_1_swissprot_c1_domains -            146   3.3e-23   80.1   0.2   1   1   3.9e-23   3.9e-23   79.9   0.2    18   144    18   141     4   143 0.80 -
A0A8B2S957_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.6e-23   80.0   0.5   1   1   4.4e-23   4.4e-23   79.7   0.5    16   144    15   138     5   140 0.88 -
A0A090V7K4_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.6e-23   80.0   0.7   1   1   4.3e-23   4.3e-23   79.8   0.7    17   144    17   138     5   140 0.89 -
A0A352MR44_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.6e-23   80.0   0.7   1   1   4.3e-23   4.3e-23   79.8   0.7    17   144    17   138     5   140 0.89 -
A0A370Q9T6_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.6e-23   80.0   0.1   1   1   4.5e-23   4.5e-23   79.7   0.1     7   144     7   139     4   141 0.87 -
A0A6N3FP16_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.8e-23   79.9   0.4   1   1   4.5e-23   4.5e-23   79.7   0.4    16   144    15   138     4   140 0.88 -
A0A1B9JM14_class_2_c2_domain -            141 kari_class_1_swissprot_c1_domains -            146   3.8e-23   79.9   0.0   1   1   4.8e-23   4.8e-23   79.6   0.0    13   144    13   139     5   141 0.88 -
A0A2I0FQV1_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   3.8e-23   79.9   0.3   1   1   4.7e-23   4.7e-23   79.6   0.3    15   144    15   138     5   140 0.91 -
A0A542AVI3_class_2_c2_domain -            142 kari_class_1_swissprot_c1_domains -            146     4e-23   79.9   0.5   1   1   4.4e-23   4.4e-23   79.7   0.5     3   144     3   140     1   142 0.88 -
A0A495AKR9_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.1e-23   79.8   0.5   1   1   4.8e-23   4.8e-23   79.6   0.5    17   144    17   138     4   140 0.88 -
A0A443IFF8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.1e-23   79.8   0.2   1   1   5.1e-23   5.1e-23   79.5   0.2     7   144     7   138     3   140 0.90 -
A0A348XYF5_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   4.1e-23   79.8   0.1   1   1   4.6e-23   4.6e-23   79.6   0.1    23   144    14   132     2   134 0.89 -
A0A3D1D6A4_class_2_c2_domain -            134 kari_class_1_swissprot_c1_domains -            146   4.1e-23   79.8   0.1   1   1   4.7e-23   4.7e-23   79.6   0.1    23   144    14   132     2   134 0.85 -
A0A0D9H1E9_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A0F0R0P1_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A126PI07_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A144QET5_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A1H8XE71_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A1Z3N208_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A2S4SKL9_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A2T9VIS0_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A2U3ESN9_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A330G638_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A3A3Z5N4_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A5C1C6L6_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A5F0JMV4_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A7Z2FUI1_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A808IJ69_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A8B2UMF3_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
A0A8E1RQZ8_class_2_c2_domain -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
V3PR95_class_2_c2_domain     -            140 kari_class_1_swissprot_c1_domains -            146   4.2e-23   79.8   0.5   1   1   5.2e-23   5.2e-23   79.5   0.5    16   144    15   138     5   140 0.88 -
