Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_KI	BRENDA_TO_DATA	BRENDA_IC50	BRENDA_TN	BRENDA_TS_DATA
B2IYE4	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_0_3;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;	None	None	None	None	10.0;glyphosate_count=1	None	None
A6TL04	Firmicutes	Bacteria	Clostridia	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_9;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;	None	None	None	None	None	None	None
Q3MAV9	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_0_3;	YEDHRMA;	None	PF00275;	None	SSF55205;	None	None	None	None	6.8;glyphosate_count=1	None	None
Q8YMB5	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	None	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;	None	None	None	None	5.8;glyphosate_count=1	None	None
K9PSG5	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_0_3;	None	533829at2;	PF00275;	None	SSF55205;	None	None	None	None	9.9;glyphosate_count=1	None	None
A0A0P4UM05	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;	None	None	None	None	0.017;glyphosate_count=1	None	None
K9VBD9	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	None	533829at2;	PF00275;	None	SSF55205;	None	None	None	None	0.05;glyphosate_count=1;0.05;glyphosate_count=2	None	None
K9TRT1	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	None	533829at2;	PF00275;	None	SSF55205;	None	None	None	None	0.029;glyphosate_count=1	None	None
B4VHX1	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	None	533829at2;	PF00275;	None	SSF55205;	None	None	None	None	0.024;glyphosate_count=1	None	None
K9TX81	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;	None	None	None	None	0.035;glyphosate_count=1	None	None
Q31RQ5	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;	None	None	None	None	0.028;glyphosate_count=1	None	None
B4WHQ7	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	YEDHRMA;	None	PF00275;	None	SSF55205;	None	None	None	None	0.12;glyphosate_count=1	None	None
B1XM36	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_3;	YEDHRMA;	None	PF00275;	None	SSF55205;	None	None	None	None	0.014;glyphosate_count=1	None	None
Q5N2J9	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	None	YEDHRMA;	None	PF00275;	None	SSF55205;	None	None	None	None	0.026;glyphosate_count=1	None	None
I4GHG6	Cyanobacteria	Bacteria	None	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	CLU_024321_0_1_3;	None	None	PF00275;	None	SSF55205;	None	None	None	None	0.055;glyphosate_count=1	None	None
C9EGX2	Proteobacteria	Bacteria	Gammaproteobacteria	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;	0.078;phosphoenolpyruvate_count=1;0.086;3-phosphoshikimate_count=3	None	0.049;glyphosate_count=1	None	0.26;glyphosate_count=1	None	None
F5A7Q0	Firmicutes	Bacteria	Bacilli	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;	0.195;phosphoenolpyruvate_count=1;0.304;3-phosphoshikimate_count=2	None	0.052;glyphosate_count=1	None	0.458;glyphosate_count=1	31.8;phosphoenolpyruvate_count=1	None
D7RH58	Proteobacteria	Bacteria	Gammaproteobacteria	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	None	GO:0003866; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (Fragment)	EPSP synthase family	None	3.65.10.10;	None	None	None	PF00275;	None	SSF55205;	0.275;3-phosphoshikimate_count=1;0.29;phosphoenolpyruvate_count=2	None	0.0554;glyphosate_count=1	None	0.432;glyphosate_count=1	26.2;phosphoenolpyruvate_count=1	None
B8CWX4	Firmicutes	Bacteria	Clostridia	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	cytoplasm [GO:0005737]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	EPSP synthase family	COG0128;	3.65.10.10;	CLU_024321_0_1_9;	YEDHRMA;	533829at2;	PF00275;	None	SSF55205;	0.286;3-phosphoshikimate_count=2;0.316;phosphoenolpyruvate_count=4	None	0.0446;glyphosate_count=1	None	0.328;glyphosate_count=1	None	None
