Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_KI	BRENDA_TO_DATA	BRENDA_IC50	BRENDA_TN	BRENDA_TS_DATA
A0A023MIF8	Streptophyta	Eukaryota	Magnoliopsida	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Glycoside hydrolase family 1 (EC 3.2.1.-)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	0.47;4-nitrophenyl beta-D-fucopyranoside_count=1;0.65;4-nitrophenyl beta-D-galactopyranoside_count=2;0.77;cellobiose_count=3;2.01;4-nitrophenyl beta-D-cellobioside_count=4;0.52;4-nitrophenyl beta-D-glucopyranoside_count=5	5_count=1	None	65_count=1	None	11.7;4-nitrophenyl beta-D-glucopyranoside_count=1;14.05;4-nitrophenyl beta-D-fucopyranoside_count=2;7.56;4-nitrophenyl beta-D-cellobioside_count=3;7.88;cellobiose_count=4;7.95;4-nitrophenyl beta-D-galactopyranoside_count=5	75_count=1
A8NIX3	Basidiomycota	Eukaryota	Agaricomycetes	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Extracellular beta-glucosidase	Glycosyl hydrolase 3 family	ENOG502QR4D;	2.60.40.10;3.20.20.300;3.40.50.1700;	CLU_004542_2_3_1;	GDDRCER;	559385at2759;	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	2.0;4-nitrophenyl beta-D-glucopyranoside_count=1	5_count=1	None	60_count=1	None	None	70_count=1
A0A1E1FFN6	None	None	None	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	None	None	None	None	None	None	PF00232;	None	SSF51445;	0.14;4-nitrophenyl beta-D-fucopyranoside_count=2;2.65;4-nitrophenyl beta-D-glucopyranoside_count=6;3.61;4-nitrophenyl beta-D-galactopyranoside_count=7;0.21;4-nitrophenyl beta-D-glucopyranoside_count=12	None	None	75_count=1	None	16.0;4-nitrophenyl beta-D-fucopyranoside_count=2;30.8;4-nitrophenyl beta-D-galactopyranoside_count=4;6.94;4-nitrophenyl beta-D-glucopyranoside_count=9;69.0;4-nitrophenyl beta-D-glucopyranoside_count=10	None
G2QDN2	Ascomycota	Eukaryota	Sordariomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; polysaccharide catabolic process [GO:0000272]	polysaccharide catabolic process [GO:0000272]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0000272; GO:0008422; GO:0102483	Glycoside hydrolase family 3 protein (EC 3.2.1.21)	Glycosyl hydrolase 3 family	ENOG502QR4D;	2.60.40.10;3.20.20.300;3.40.50.1700;	CLU_004542_2_3_1;	None	321444at2759;	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	2.64;cellobiose_count=2	5_count=1	None	70_count=1	None	None	None
Q0ZUL0	Ascomycota	Eukaryota	Eurotiomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.37;4-nitrophenyl beta-cellobioside_count=1;3.25;4-nitrophenyl beta-D-xylopyranoside_count=2;1.25;cellobiose_count=4	5_count=1	None	70_count=1	None	None	None
A0A076JRL8	Ascomycota	Eukaryota	Sordariomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0005975; GO:0008422; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	0.2;4-nitrophenyl beta-D-glucopyranoside_count=1;0.38;cellobiose_count=2	5-7_count=1	None	60_count=1	None	172.1;cellobiose_count=1;33.9;4-nitrophenyl beta-D-glucopyranoside_count=2	55_count=2
A0A0B4RUW2	Mucoromycota	Eukaryota	Mucoromycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0005975; GO:0008422; GO:0102483	GH 3 beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.92;Cellotetraose_count=2;1.26;laminaribiose_count=3;2.29;laminaritriose_count=5;2.32;Laminaran_count=6;4.15;gentobiose_count=7;3.7;cellobiose_count=8	5_count=1	None	50_count=1	None	0.033;Laminaran_count=1;0.043;cellobiose_count=2;0.056;gentobiose_count=3;0.059;Cellotetraose_count=4;0.067;cellotriose_count=5;0.071;4-nitrophenyl beta-D-glucopyranoside_count=6;0.077;laminaritriose_count=7;0.078;laminaribiose_count=8	None
A0A191KCR0	Ascomycota	Eukaryota	Sordariomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; polysaccharide catabolic process [GO:0000272]	polysaccharide catabolic process [GO:0000272]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0000272; GO:0008422; GO:0102483	Bgl3C (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.2;4-nitrophenyl beta-D-glucopyranoside_count=1;6.63;cellobiose_count=2	None	37.1;D-glucose_count=1	None	None	None	None
A0A191KCR2	Ascomycota	Eukaryota	Sordariomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	1.51;4-nitrophenyl beta-D-glucopyranoside_count=1	None	55.2;D-glucose_count=1	50-55_count=1	None	40.42;4-nitrophenyl beta-D-glucopyranoside_count=4	None
A0A191KCR1	Ascomycota	Eukaryota	Sordariomycetes	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 3 family	None	2.60.40.10;3.20.20.300;3.40.50.1700;	None	None	None	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	8.44;cellobiose_count=3	5-5.5_count=1	None	60_count=1	None	73.08;4-nitrophenyl beta-D-glucopyranoside_count=2	70_count=3
Q9YGA8	Crenarchaeota	Archaea	Thermoprotei	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glycosidase	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	0.2;2-nitrophenyl beta-D-glucopyranoside_count=1;0.38;2-nitrophenyl beta-D-glucopyranoside_count=2	None	None	None	None	309.0;2-nitrophenyl beta-D-glucopyranoside_count=3;439.8;2-nitrophenyl beta-D-glucopyranoside_count=4	None
E5RWQ2	Firmicutes	Bacteria	Bacilli	beta-galactosidase activity [GO:0004565]; carbohydrate catabolic process [GO:0016052]	carbohydrate catabolic process [GO:0016052]	beta-galactosidase activity [GO:0004565]	None	GO:0004565; GO:0016052	Beta-galactosidase (EC 3.2.1.23)	Glycosyl hydrolase 2 family	None	2.60.40.10;	None	None	None	PF07532;PF16355;PF18565;PF00703;PF02836;PF02837;	None	SSF49303;SSF49373;SSF49785;SSF51445;	None	None	None	None	None	None	80_count=1;95_count=2;90_count=3
Q9RA61	Deinococcus-Thermus	Bacteria	Deinococci	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	80_count=1;95_count=2;90_count=3
Q8GEB4	Deinococcus-Thermus	Bacteria	Deinococci	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	None	None	None	None	None	None	None
G1C1T5	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	None	None	None	37_count=1	None	None	None
A5IL97	Thermotogae	Bacteria	Thermotogae	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	None	GO:0008422; GO:0030245; GO:0102483	Beta-glucosidase (EC 3.2.1.21)	Glycosyl hydrolase 1 family	COG2723;	None	CLU_001859_1_3_0;	VEACDRK;	None	PF00232;	None	SSF51445;	2.8;4-nitrophenyl beta-D-glucopyranoside_count=1;2.8;4-nitrophenyl-beta-D-glucopyranoside_count=2;25.0;4-nitrophenyl beta-D-xylopyranoside_count=3;25.0;4-nitrophenyl-beta-D-xylopyranoside_count=4;4.3;4-nitrophenyl beta-D-cellobioside_count=5;4.3;4-nitrophenyl-beta-D-cellobioside_count=6	7-8_count=2	None	80-90_count=1;70_count=2	None	17500.0;4-nitrophenyl beta-D-cellobioside_count=1;17500.0;4-nitrophenyl-beta-D-cellobioside_count=2;5300.0;4-nitrophenyl beta-D-xylopyranoside_count=3;5300.0;4-nitrophenyl-beta-D-xylopyranoside_count=4;87400.0;4-nitrophenyl beta-D-glucopyranoside_count=5;87400.0;4-nitrophenyl-beta-D-glucopyranoside_count=6	80_count=1;80-90_count=2;100_count=3
I6TNE2	Firmicutes	Bacteria	Bacilli	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glucosidase	Glycosyl hydrolase 1 family	None	None	None	None	None	PF00232;	None	SSF51445;	4.04;4-nitrophenyl beta-D-glucopyranoside_count=1	None	None	45_count=1	None	30.63;4-nitrophenyl beta-D-glucopyranoside_count=1	40-50_count=1
A1S0B1	Crenarchaeota	Archaea	Thermoprotei	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Glycoside hydrolase, family 3 domain protein	Glycosyl hydrolase 3 family	arCOG04634;	2.60.40.10;3.20.20.300;3.40.50.1700;	CLU_004542_4_1_2;	VEPAYEF;	7579at2157;	PF14310;PF00933;PF01915;	SM01217;	SSF51445;SSF52279;	0.147;4-O-alpha-D-mannopyranosyl-D-mannopyranose_count=1;0.149;cellobiose_count=2;0.189;4-nitrophenyl beta-D-glucopyranoside_count=3	None	None	90_count=1	None	0.038;4-O-alpha-D-mannopyranosyl-D-mannopyranose_count=1;0.317;cellobiose_count=2;0.577;4-nitrophenyl beta-D-glucopyranoside_count=3	85-90_count=1;95_count=2;90_count=4
E7FHY4	Euryarchaeota	Archaea	Thermococci	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Beta-glucosidase	Glycosyl hydrolase 1 family	arCOG05412;	None	CLU_001859_1_3_2;	VEACDRK;	23256at2157;	PF00232;	None	SSF51445;	20.3;cellobiose_count=1	None	None	85_count=1	None	594.0;cellobiose_count=1	None
Q97UH8	Crenarchaeota	Archaea	Thermoprotei	beta-glucosidase activity [GO:0008422]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	beta-glucosidase activity [GO:0008422]	None	GO:0005975; GO:0008422	Uncharacterized protein	None	arCOG03867;	1.50.10.10;	CLU_027051_0_0_2;	HDLGAPN;	None	PF04685;PF12215;	None	SSF48208;	0.8;4-nitrophenyl beta-D-glucoside_count=1;0.9;4-methylumbelliferyl beta-D-glucopyranoside_count=2;10.8;N,N'-diacetyl-beta-chitobiose_count=3;2.1;cellobiose_count=4	4_count=1	0.00515;(2R,3R,4R,5S)-1-butyl-2-(hydroxymethyl)piperidine-3,4,5-triol_count=1;9.0;conduritol beta-epoxide_count=2	60_count=1;70_count=2	0.00515;N-butyldeoxynojirimycin_count=1;9.0;conduritol beta-epoxide_count=2	0.56;N,N'-diacetyl-beta-chitobiose_count=1;1.8;cellobiose_count=2;8.8;4-methylumbelliferyl beta-D-glucopyranoside_count=3;9.15;4-nitrophenyl beta-D-glucoside_count=4	85_count=1;65_count=2
Q9SR37	Streptophyta	Eukaryota	Magnoliopsida	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; ER body [GO:0010168]; nucleus [GO:0005634]; peroxisome [GO:0005777]; plant-type vacuole [GO:0000325]; plasmodesma [GO:0009506]; beta-glucosidase activity [GO:0008422]; copper ion binding [GO:0005507]; fucosidase activity [GO:0015928]; protease binding [GO:0002020]; protein homodimerization activity [GO:0042803]; scopolin beta-glucosidase activity [GO:0102483]; thioglucosidase activity [GO:0019137]; carbohydrate metabolic process [GO:0005975]; cellular response to cold [GO:0070417]; ER body organization [GO:0080119]; glucosinolate catabolic process [GO:0019762]; glucosinolate metabolic process [GO:0019760]; indole glucosinolate catabolic process [GO:0042344]; indole glucosinolate metabolic process [GO:0042343]; negative regulation of defense response [GO:0031348]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]; response to symbiotic fungus [GO:0009610]	carbohydrate metabolic process [GO:0005975]; cellular response to cold [GO:0070417]; ER body organization [GO:0080119]; glucosinolate catabolic process [GO:0019762]; glucosinolate metabolic process [GO:0019760]; indole glucosinolate catabolic process [GO:0042344]; indole glucosinolate metabolic process [GO:0042343]; negative regulation of defense response [GO:0031348]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]; response to symbiotic fungus [GO:0009610]	beta-glucosidase activity [GO:0008422]; copper ion binding [GO:0005507]; fucosidase activity [GO:0015928]; protease binding [GO:0002020]; protein homodimerization activity [GO:0042803]; scopolin beta-glucosidase activity [GO:0102483]; thioglucosidase activity [GO:0019137]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; ER body [GO:0010168]; nucleus [GO:0005634]; peroxisome [GO:0005777]; plant-type vacuole [GO:0000325]; plasmodesma [GO:0009506]	GO:0000325; GO:0002020; GO:0005507; GO:0005634; GO:0005777; GO:0005783; GO:0005788; GO:0005829; GO:0005975; GO:0006970; GO:0008422; GO:0009506; GO:0009610; GO:0009651; GO:0010168; GO:0015928; GO:0019137; GO:0019760; GO:0019762; GO:0031348; GO:0042343; GO:0042344; GO:0042803; GO:0070417; GO:0080119; GO:0102483	Beta-glucosidase 23 (AtBGLU23) (EC 3.2.1.21) (Protein PHOSPHATE STARVATION-RESPONSE 3.1)	Glycosyl hydrolase 1 family	KOG0626;	None	CLU_001859_1_0_1;	IGYCAWS;	408001at2759;	PF00232;	None	SSF51445;	0.73;scopolin_count=1;0.81;scopolin_count=2;5.8;esculin_count=3;9.7;esculin_count=4	None	None	35_count=1	None	None	40_count=2
Q9C8Y9	Streptophyta	Eukaryota	Magnoliopsida	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; mitochondrion [GO:0005739]; plasmodesma [GO:0009506]; beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate metabolic process [GO:0005975]; cellular response to cold [GO:0070417]; cellular response to salt stress [GO:0071472]; glucosinolate catabolic process [GO:0019762]; response to salt stress [GO:0009651]	carbohydrate metabolic process [GO:0005975]; cellular response to cold [GO:0070417]; cellular response to salt stress [GO:0071472]; glucosinolate catabolic process [GO:0019762]; response to salt stress [GO:0009651]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; mitochondrion [GO:0005739]; plasmodesma [GO:0009506]	GO:0005739; GO:0005783; GO:0005788; GO:0005975; GO:0008422; GO:0009506; GO:0009651; GO:0019762; GO:0070417; GO:0071472; GO:0102483	Beta-glucosidase 22 (AtBGLU22) (EC 3.2.1.21)	Glycosyl hydrolase 1 family	KOG0626;	None	CLU_001859_1_0_1;	ERCSGHN;	408001at2759;	PF00232;	None	SSF51445;	0.73;scopolin_count=1;0.81;scopolin_count=2;5.8;esculin_count=3;9.7;esculin_count=4	None	None	35_count=1	None	None	40_count=2
